Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
1344;2176;35;0;0;0;0;.00nan;0;0
1344;2211;59;0;0;0;0;.00nan;0;0
1345;575;63;84;28;2;26;.929;3900000;0
1345;1068;58;0;0;0;0;.00nan;0;0
1345;1333;58;100;33;2;31;.939;3900000;0
1345;1534;63;0;0;0;0;.00nan;0;0
1346;101;32;45;22;4;18;.818;1921500;0
1346;1364;47;0;0;0;0;.00nan;0;0
1346;2247;47;82;30;2;28;.933;3600000;0
1346;2427;32;62;13;1;12;.923;1678500;0
1347;967;50;0;0;0;0;.00nan;0;0
1347;1238;38;72;35;4;31;.886;3900000;0
1347;2377;50;69;39;4;35;.897;3900000;0
1347;2443;38;0;0;0;0;.00nan;0;0
1348;268;54;0;0;0;0;.00nan;0;0
1348;501;49;91;28;1;27;.964;3600000;0
1348;1001;54;93;37;2;35;.946;3589950;0
1348;1202;49;0;0;0;0;.00nan;0;0
1349;206;62;100;34;1;33;.971;3600000;0
1349;713;57;85;44;4;40;.909;3562500;0
1349;1748;57;0;0;0;0;.00nan;0;0
1349;2374;62;0;0;0;0;.00nan;0;0
1350;396;45;83;29;2;27;.931;3600000;0
1350;543;43;52;32;5;27;.844;3600000;0
1350;2204;45;0;0;0;0;.00nan;0;0
1350;2398;43;0;0;0;0;.00nan;0;0
1351;697;39;59;41;6;35;.854;2317650;0
1351;2231;37;81;21;1;20;.952;3600000;0
1351;2248;39;59;6;0;6;1.000;1282350;0
1351;2360;37;0;0;0;0;.00nan;0;0
1352;230;44;53;3;0;3;1.000;570100;0
1352;331;36;0;0;0;0;.00nan;0;0
1352;2279;44;20;24;7;17;.708;3029900;0
1352;2367;36;63;29;4;25;.862;3600000;0
1353;995;42;66;21;2;19;.905;3600000;0
1353;1129;33;0;0;0;0;.00nan;0;0
1353;2157;33;41;31;6;25;.806;3600000;0
1353;2179;42;0;0;0;0;.00nan;0;0
1354;442;55;79;28;2;26;.929;3731750;0
1354;494;53;92;39;3;36;.923;3731750;0
1354;951;53;0;0;0;0;.00nan;0;0
1354;2076;55;0;0;0;0;.00nan;0;0
1355;157;52;0;0;0;0;.00nan;0;0
1355;703;52;73;18;1;17;.944;3600000;0
1355;890;51;58;34;5;29;.853;3600000;0
1355;2268;51;0;0;0;0;.00nan;0;0
1356;664;41;62;32;4;28;.875;3600000;0
1356;668;40;76;20;1;19;.950;3600000;0
1356;673;41;0;0;0;0;.00nan;0;0
1356;2296;40;0;0;0;0;.00nan;0;0
1357;102;59;0;0;0;0;.00nan;0;0
1357;532;35;0;0;0;0;.00nan;0;0
1357;2176;35;62;37;5;32;.865;3600000;0
1357;2211;59;86;31;2;29;.935;3600000;0
1358;869;56;75;38;4;34;.895;3600000;0
1358;2232;56;0;0;0;0;.00nan;0;0
1358;2281;46;0;0;0;0;.00nan;0;0
1358;2426;46;49;17;3;14;.824;3600000;0
1359;543;43;0;0;0;0;.00nan;0;0
1359;1068;58;52;29;5;24;.828;3600000;0
1359;1333;58;0;0;0;0;.00nan;0;0
1359;2398;43;46;41;7;34;.829;3549350;0
1360;101;32;55;33;5;28;.848;3600000;0
1360;1364;47;88;33;2;31;.939;3600000;0
1360;2247;47;0;0;0;0;.00nan;0;0
1360;2427;32;0;0;0;0;.00nan;0;0
1361;268;54;72;23;2;21;.913;3600000;0
1361;1001;54;0;0;0;0;.00nan;0;0
1361;1189;34;0;0;0;0;.00nan;0;0
1361;2249;34;62;30;4;26;.867;3556800;0
1362;967;50;86;36;3;33;.917;3600000;0
1362;1238;38;53;3;0;3;1.000;394800;0
1362;2377;50;0;0;0;0;.00nan;0;0
1362;2443;38;50;35;6;29;.829;3205200;0
1363;206;62;0;0;0;0;.00nan;0;0
1363;713;57;78;27;2;25;.926;3600000;0
1363;1748;57;0;0;0;0;.00nan;0;0
1363;2374;62;65;39;5;34;.872;3600000;0
1364;697;39;100;37;1;36;.973;3600000;0
1364;2231;37;0;0;0;0;.00nan;0;0
1364;2248;39;0;0;0;0;.00nan;0;0
1364;2360;37;76;26;2;24;.923;3540850;0
1365;501;49;0;0;0;0;.00nan;0;0
1365;1058;48;0;0;0;0;.00nan;0;0
1365;1155;48;43;27;5;22;.815;3600000;0
1365;1202;49;78;27;2;25;.926;3600000;0
1366;230;44;75;20;1;19;.950;3600000;0
1366;331;36;17;7;4;3;.429;844200;0
1366;2279;44;0;0;0;0;.00nan;0;0
1366;2367;36;44;16;3;13;.813;2755800;0
1367;127;61;86;32;2;30;.938;3546550;0
1367;195;60;100;34;0;34;1.000;3600000;0
1367;635;61;0;0;0;0;.00nan;0;0
1367;860;60;0;0;0;0;.00nan;0;0
1368;995;42;0;0;0;0;.00nan;0;0
1368;1129;33;100;40;0;40;1.000;3600000;0
1368;2157;33;0;0;0;0;.00nan;0;0
1368;2179;42;52;20;3;17;.850;3600000;0
1369;102;59;79;21;1;20;.952;3600000;0
1369;890;51;0;0;0;0;.00nan;0;0
1369;2211;59;0;0;0;0;.00nan;0;0
1369;2268;51;91;17;0;17;1.000;3600000;0
1370;664;41;0;0;0;0;.00nan;0;0
1370;668;40;0;0;0;0;.00nan;0;0
1370;673;41;50;36;6;30;.833;3600000;0
1370;2296;40;100;28;0;28;1.000;3600000;0
1371;869;56;0;0;0;0;.00nan;0;0
1371;2232;56;77;39;4;35;.897;3552950;0
1371;2281;46;72;24;2;22;.917;3600000;0
1371;2426;46;0;0;0;0;.00nan;0;0
1372;101;32;0;0;0;0;.00nan;0;0
1372;157;52;79;34;3;31;.912;3600000;0
1372;703;52;0;0;0;0;.00nan;0;0
1372;2427;32;61;31;4;27;.871;3580000;0
1373;268;54;0;0;0;0;.00nan;0;0
1373;1001;54;85;38;2;36;.947;3900000;0
1373;1189;34;82;28;2;26;.929;3900000;0
1373;2249;34;0;0;0;0;.00nan;0;0
1374;501;49;61;24;3;21;.875;3600000;0
1374;1058;48;76;39;4;35;.897;3591950;0
1374;1155;48;0;0;0;0;.00nan;0;0
1374;1202;49;0;0;0;0;.00nan;0;0
1375;127;61;0;0;0;0;.00nan;0;0
1375;195;60;82;33;2;31;.939;3875500;0
1375;635;61;94;47;3;44;.936;3875500;0
1375;860;60;0;0;0;0;.00nan;0;0
1376;331;36;77;32;3;29;.906;3583600;0
1376;543;43;81;29;2;27;.931;3600000;0
1376;2367;36;0;0;0;0;.00nan;0;0
1376;2398;43;0;0;0;0;.00nan;0;0
1377;230;44;68;22;2;20;.909;3600000;0
1377;869;56;61;29;4;25;.862;3563200;0
1377;2232;56;0;0;0;0;.00nan;0;0
1377;2279;44;0;0;0;0;.00nan;0;0
1378;532;35;68;16;1;15;.938;3600000;0
1378;697;39;0;0;0;0;.00nan;0;0
1378;2176;35;0;0;0;0;.00nan;0;0
1378;2248;39;45;31;6;25;.806;3600000;0
1379;967;50;100;32;0;32;1.000;3600000;0
1379;2281;46;0;0;0;0;.00nan;0;0
1379;2377;50;0;0;0;0;.00nan;0;0
1379;2426;46;63;20;2;18;.900;3526850;0
1380;101;32;25;23;6;17;.739;2901600;0
1380;442;55;0;0;0;0;.00nan;0;0
1380;2076;55;80;28;2;26;.929;3600000;0
1380;2427;32;55;4;0;4;1.000;698400;0
1381;326;51;50;19;3;16;.842;2655900;0
1381;1364;47;75;19;1;18;.947;3600000;0
1381;2247;47;0;0;0;0;.00nan;0;0
1381;2268;51;17;7;4;3;.429;944100;0
1382;475;40;0;0;0;0;.00nan;0;0
1382;543;43;0;0;0;0;.00nan;0;0
1382;1729;43;74;38;4;34;.895;3600000;0
1382;2296;40;87;38;3;35;.921;3600000;0
1383;102;59;83;30;2;28;.933;3561250;0
1383;157;52;0;0;0;0;.00nan;0;0
1383;703;52;100;22;0;22;1.000;3600000;0
1383;2211;59;0;0;0;0;.00nan;0;0
1384;664;41;90;38;3;35;.921;3600000;0
1384;673;41;0;0;0;0;.00nan;0;0
1384;2281;46;84;31;2;29;.935;3600000;0
1384;2426;46;0;0;0;0;.00nan;0;0
1385;230;44;0;0;0;0;.00nan;0;0
1385;712;44;65;27;3;24;.889;3552200;0
1385;1693;56;0;0;0;0;.00nan;0;0
1385;2232;56;85;29;2;27;.931;3600000;0
1386;263;57;0;0;0;0;.00nan;0;0
1386;713;57;100;24;0;24;1.000;3600000;0
1386;1068;58;79;27;2;25;.926;3530350;0
1386;1333;58;0;0;0;0;.00nan;0;0
1387;235;61;61;35;4;31;.886;3900000;0
1387;635;61;0;0;0;0;.00nan;0;0
1387;1189;34;83;40;4;36;.900;3900000;0
1387;2249;34;0;0;0;0;.00nan;0;0
1388;268;54;0;0;0;0;.00nan;0;0
1388;330;54;89;33;2;31;.939;3573000;0
1388;1687;42;100;32;0;32;1.000;3600000;0
1388;2179;42;0;0;0;0;.00nan;0;0
1389;494;53;52;29;5;24;.828;3600000;0
1389;501;49;85;25;1;24;.960;3600000;0
1389;866;53;0;0;0;0;.00nan;0;0
1389;1202;49;0;0;0;0;.00nan;0;0
1390;331;36;0;0;0;0;.00nan;0;0
1390;2052;62;0;0;0;0;.00nan;0;0
1390;2367;36;97;18;0;18;1.000;3600000;0
1390;2374;62;46;29;5;24;.828;3600000;0
1391;575;63;93;41;3;38;.927;3600000;0
1391;1534;63;0;0;0;0;.00nan;0;0
1391;1747;45;0;0;0;0;.00nan;0;0
1391;2204;45;57;29;4;25;.862;3543350;0
1392;1058;48;21;9;4;5;.556;817350;0
1392;1155;48;59;24;3;21;.875;2782650;0
1392;2231;37;73;25;2;23;.920;3600000;0
1392;2360;37;0;0;0;0;.00nan;0;0
1393;195;60;100;24;0;24;1.000;3600000;0
1393;860;60;0;0;0;0;.00nan;0;0
1393;2026;50;0;0;0;0;.00nan;0;0
1393;2377;50;92;40;3;37;.925;3600000;0
1394;101;32;59;30;4;26;.867;2861350;0
1394;442;55;100;24;0;24;1.000;3600000;0
1394;2076;55;0;0;0;0;.00nan;0;0
1394;2427;32;25;11;4;7;.636;738650;0
1395;326;51;74;37;4;33;.892;3770200;0
1395;1364;47;0;0;0;0;.00nan;0;0
1395;2247;47;70;40;5;35;.875;3770200;0
1395;2268;51;0;0;0;0;.00nan;0;0
1396;475;40;63;19;2;17;.895;3600000;0
1396;543;43;39;42;8;34;.810;3296300;0
1396;1729;43;53;3;0;3;1.000;303700;0
1396;2296;40;0;0;0;0;.00nan;0;0
1397;102;59;0;0;0;0;.00nan;0;0
1397;157;52;97;39;2;37;.949;3600000;0
1397;703;52;0;0;0;0;.00nan;0;0
1397;2211;59;100;28;0;28;1.000;3600000;0
1398;664;41;0;0;0;0;.00nan;0;0
1398;673;41;56;33;5;28;.848;3600000;0
1398;2281;46;0;0;0;0;.00nan;0;0
1398;2426;46;100;25;0;25;1.000;3600000;0
1399;263;57;83;24;1;23;.958;3600000;0
1399;713;57;0;0;0;0;.00nan;0;0
1399;1068;58;41;8;2;6;.750;1611100;0
1399;1333;58;41;26;5;21;.808;1988900;0
1400;532;35;88;34;2;32;.941;3558450;0
1400;1461;39;82;24;1;23;.958;3600000;0
1400;2117;39;0;0;0;0;.00nan;0;0
1400;2176;35;0;0;0;0;.00nan;0;0
1401;546;38;81;44;5;39;.886;3517800;0
1401;1251;33;0;0;0;0;.00nan;0;0
1401;2031;33;63;24;3;21;.875;3600000;0
1401;2443;38;0;0;0;0;.00nan;0;0
1402;235;61;100;36;1;35;.972;3600000;0
1402;268;54;0;0;0;0;.00nan;0;0
1402;330;54;80;30;2;28;.933;3562950;0
1402;635;61;0;0;0;0;.00nan;0;0
1403;494;53;0;0;0;0;.00nan;0;0
1403;866;53;97;37;2;35;.946;3600000;0
1403;1687;42;83;23;1;22;.957;3600000;0
1403;2179;42;0;0;0;0;.00nan;0;0
1404;1058;48;44;28;5;23;.821;3600000;0
1404;1155;48;0;0;0;0;.00nan;0;0
1404;2231;37;0;0;0;0;.00nan;0;0
1404;2360;37;100;38;1;37;.974;3600000;0
1405;195;60;80;22;1;21;.955;3600000;0
1405;860;60;0;0;0;0;.00nan;0;0
1405;2026;50;55;34;5;29;.853;2399150;0
1405;2377;50;59;18;2;16;.889;1200850;0
1406;235;61;100;47;2;45;.957;3600000;0
1406;635;61;0;0;0;0;.00nan;0;0
1406;1189;34;35;21;4;17;.810;3519000;0
1406;2249;34;0;0;0;0;.00nan;0;0
1407;546;38;51;29;4;25;.862;3551000;0
1407;1251;33;80;28;2;26;.929;3600000;0
1407;2031;33;0;0;0;0;.00nan;0;0
1407;2443;38;0;0;0;0;.00nan;0;0
1408;268;54;0;0;0;0;.00nan;0;0
1408;330;54;99;40;2;38;.950;3600000;0
1408;501;49;61;32;4;28;.875;3600000;0
1408;1202;49;0;0;0;0;.00nan;0;0
1409;494;53;79;27;2;25;.926;3600000;0
1409;866;53;0;0;0;0;.00nan;0;0
1409;1687;42;0;0;0;0;.00nan;0;0
1409;2179;42;73;44;4;40;.909;3600000;0
1410;331;36;0;0;0;0;.00nan;0;0
1410;2052;62;79;35;2;33;.943;3582000;0
1410;2367;36;92;34;1;33;.971;3600000;0
1410;2374;62;0;0;0;0;.00nan;0;0
1411;230;44;0;0;0;0;.00nan;0;0
1411;712;44;44;14;3;11;.786;3812000;0
1411;1747;45;92;39;2;37;.949;3812000;0
1411;2204;45;0;0;0;0;.00nan;0;0
1412;263;57;66;22;2;20;.909;3900000;0
1412;475;40;62;21;2;19;.905;3893000;0
1412;713;57;0;0;0;0;.00nan;0;0
1412;2296;40;0;0;0;0;.00nan;0;0
1413;331;36;78;23;2;21;.913;3553000;0
1413;1068;58;0;0;0;0;.00nan;0;0
1413;1333;58;66;18;1;17;.944;3600000;0
1413;2367;36;0;0;0;0;.00nan;0;0
1414;195;60;79;27;2;25;.926;3600000;0
1414;860;60;0;0;0;0;.00nan;0;0
1414;2281;46;74;43;4;39;.907;3583000;0
1414;2426;46;0;0;0;0;.00nan;0;0
1415;442;55;67;34;4;30;.882;3582000;0
1415;1058;48;0;0;0;0;.00nan;0;0
1415;1155;48;72;35;3;32;.914;3600000;0
1415;2076;55;0;0;0;0;.00nan;0;0
1416;326;51;62;28;3;25;.893;3546000;0
1416;1364;47;56;17;2;15;.882;3600000;0
1416;2247;47;0;0;0;0;.00nan;0;0
1416;2268;51;0;0;0;0;.00nan;0;0
1417;263;57;45;32;6;26;.813;3599000;0
1417;475;40;57;26;4;22;.846;3600000;0
1417;713;57;0;0;0;0;.00nan;0;0
1417;2296;40;0;0;0;0;.00nan;0;0
1418;575;63;40;34;6;28;.824;3314000;0
1418;1534;63;48;0;0;0;.00nan;286000;0
1418;1693;56;47;21;3;18;.857;3600000;0
1418;2232;56;0;0;0;0;.00nan;0;0
1419;157;52;52;24;3;21;.875;3546000;0
1419;703;52;0;0;0;0;.00nan;0;0
1419;1189;34;67;22;2;20;.909;3600000;0
1419;2249;34;0;0;0;0;.00nan;0;0
1420;235;61;64;28;2;26;.929;3600000;0
1420;494;53;0;0;0;0;.00nan;0;0
1420;635;61;0;0;0;0;.00nan;0;0
1420;866;53;100;41;1;40;.976;3600000;0
1421;501;49;0;0;0;0;.00nan;0;0
1421;1202;49;72;34;4;30;.882;3600000;0
1421;1687;42;45;31;5;26;.839;3551000;0
1421;2179;42;0;0;0;0;.00nan;0;0
1422;331;36;57;10;1;9;.900;3900000;0
1422;1068;58;94;24;1;23;.958;3900000;0
1422;1333;58;0;0;0;0;.00nan;0;0
1422;2367;36;0;0;0;0;.00nan;0;0
1423;326;51;67;26;2;24;.923;3545000;0
1423;532;35;89;18;0;18;1.000;3600000;0
1423;2176;35;0;0;0;0;.00nan;0;0
1423;2268;51;0;0;0;0;.00nan;0;0
1424;664;41;65;41;5;36;.878;3600000;0
1424;673;41;0;0;0;0;.00nan;0;0
1424;2052;62;43;20;4;16;.800;3600000;0
1424;2374;62;0;0;0;0;.00nan;0;0
1425;101;32;71;32;3;29;.906;3600000;0
1425;501;49;100;32;0;32;1.000;3600000;0
1425;1202;49;0;0;0;0;.00nan;0;0
1425;2427;32;0;0;0;0;.00nan;0;0
1426;1189;34;54;21;3;18;.857;3600000;0
1426;1364;47;52;44;6;38;.864;3079000;0
1426;2247;47;49;2;0;2;1.000;521000;0
1426;2249;34;0;0;0;0;.00nan;0;0
1427;546;38;63;18;2;16;.889;3600000;0
1427;1687;42;27;8;3;5;.625;389000;0
1427;2179;42;57;27;3;24;.889;3211000;0
1427;2443;38;0;0;0;0;.00nan;0;0
1428;268;54;74;24;1;23;.958;3900000;0
1428;330;54;0;0;0;0;.00nan;0;0
1428;1058;48;0;0;0;0;.00nan;0;0
1428;1155;48;98;32;1;31;.969;3900000;0
1429;230;44;53;24;3;21;.875;3600000;0
1429;712;44;0;0;0;0;.00nan;0;0
1429;1747;45;22;34;7;27;.794;3600000;0
1429;2204;45;0;0;0;0;.00nan;0;0
1430;543;43;0;0;0;0;.00nan;0;0
1430;575;63;97;34;1;33;.971;3752000;0
1430;1534;63;0;0;0;0;.00nan;0;0
1430;1729;43;77;23;2;21;.913;3752000;0
1431;1251;33;0;0;0;0;.00nan;0;0
1431;2026;50;61;20;2;18;.900;3573000;0
1431;2031;33;72;24;1;23;.958;3600000;0
1431;2377;50;0;0;0;0;.00nan;0;0
1432;442;55;0;0;0;0;.00nan;0;0
1432;501;49;0;0;0;0;.00nan;0;0
1432;1202;49;61;39;5;34;.872;3575000;0
1432;2076;55;53;27;4;23;.852;3600000;0
1433;326;51;73;35;3;32;.914;3723000;0
1433;532;35;43;23;4;19;.826;3723000;0
1433;2176;35;0;0;0;0;.00nan;0;0
1433;2268;51;0;0;0;0;.00nan;0;0
1434;102;59;0;0;0;0;.00nan;0;0
1434;1461;39;47;30;5;25;.833;3634000;0
1434;2117;39;0;0;0;0;.00nan;0;0
1434;2211;59;72;40;4;36;.900;3634000;0
1435;664;41;0;0;0;0;.00nan;0;0
1435;673;41;89;34;2;32;.941;3521000;0
1435;2052;62;0;0;0;0;.00nan;0;0
1435;2374;62;88;17;0;17;1.000;3600000;0
1436;1693;56;62;22;3;19;.864;3545000;0
1436;2232;56;0;0;0;0;.00nan;0;0
1436;2281;46;73;29;2;27;.931;3600000;0
1436;2426;46;0;0;0;0;.00nan;0;0
1437;263;57;93;33;1;32;.970;3900000;0
1437;713;57;0;0;0;0;.00nan;0;0
1437;1068;58;0;0;0;0;.00nan;0;0
1437;1333;58;97;38;1;37;.974;3900000;0
1438;101;32;0;0;0;0;.00nan;0;0
1438;157;52;70;45;5;40;.889;3596000;0
1438;703;52;0;0;0;0;.00nan;0;0
1438;2427;32;54;26;3;23;.885;3600000;0
1439;1189;34;0;0;0;0;.00nan;0;0
1439;1364;47;0;0;0;0;.00nan;0;0
1439;2247;47;91;37;3;34;.919;3625000;0
1439;2249;34;66;20;2;18;.900;3625000;0
1440;195;60;51;17;2;15;.882;3600000;0
1440;546;38;0;0;0;0;.00nan;0;0
1440;860;60;0;0;0;0;.00nan;0;0
1440;2443;38;64;38;5;33;.868;3600000;0
1441;268;54;0;0;0;0;.00nan;0;0
1441;330;54;66;37;4;33;.892;3524000;0
1441;494;53;70;23;2;21;.913;3600000;0
1441;866;53;0;0;0;0;.00nan;0;0
1442;230;44;0;0;0;0;.00nan;0;0
1442;712;44;54;26;4;22;.846;3598000;0
1442;1747;45;70;34;3;31;.912;3600000;0
1442;2204;45;0;0;0;0;.00nan;0;0
1443;543;43;81;32;2;30;.938;3567000;0
1443;575;63;0;0;0;0;.00nan;0;0
1443;1534;63;94;28;1;27;.964;3600000;0
1443;1729;43;0;0;0;0;.00nan;0;0
1444;1251;33;78;38;3;35;.921;3599000;0
1444;2026;50;53;18;2;16;.889;3600000;0
1444;2031;33;0;0;0;0;.00nan;0;0
1444;2377;50;0;0;0;0;.00nan;0;0
1445;235;61;0;0;0;0;.00nan;0;0
1445;635;61;100;34;1;33;.971;3900000;0
1445;2231;37;0;0;0;0;.00nan;0;0
1445;2360;37;82;26;1;25;.962;3900000;0
1446;1693;56;48;36;5;31;.861;3521000;0
1446;2232;56;0;0;0;0;.00nan;0;0
1446;2281;46;0;0;0;0;.00nan;0;0
1446;2426;46;61;27;3;24;.889;3600000;0
1447;263;57;49;15;2;13;.867;3551000;0
1447;713;57;0;0;0;0;.00nan;0;0
1447;1068;58;100;22;0;22;1.000;3600000;0
1447;1333;58;0;0;0;0;.00nan;0;0
1448;1461;39;0;0;0;0;.00nan;0;0
1448;1687;42;0;0;0;0;.00nan;0;0
1448;2117;39;90;28;1;27;.964;3600000;0
1448;2179;42;74;32;3;29;.906;3578000;0
1449;235;61;76;33;3;30;.909;3582000;0
1449;635;61;0;0;0;0;.00nan;0;0
1449;2231;37;74;23;1;22;.957;3600000;0
1449;2360;37;0;0;0;0;.00nan;0;0
1450;575;63;50;41;6;35;.854;3600000;0
1450;1534;63;0;0;0;0;.00nan;0;0
1450;2052;62;0;0;0;0;.00nan;0;0
1450;2374;62;79;22;1;21;.955;3600000;0
1451;331;36;0;0;0;0;.00nan;0;0
1451;543;43;0;0;0;0;.00nan;0;0
1451;1729;43;99;28;1;27;.964;3600000;0
1451;2367;36;66;28;2;26;.929;3600000;0
1452;442;55;88;38;2;36;.947;3727000;0
1452;494;53;75;20;1;19;.950;3727000;0
1452;866;53;0;0;0;0;.00nan;0;0
1452;2076;55;0;0;0;0;.00nan;0;0
1453;101;32;0;0;0;0;.00nan;0;0
1453;501;49;100;35;2;33;.943;3900000;0
1453;657;32;81;27;2;25;.926;3900000;0
1453;1202;49;0;0;0;0;.00nan;0;0
1454;532;35;76;27;1;26;.963;3600000;0
1454;1461;39;52;32;5;27;.844;3600000;0
1454;2117;39;0;0;0;0;.00nan;0;0
1454;2176;35;0;0;0;0;.00nan;0;0
1455;268;54;0;0;0;0;.00nan;0;0
1455;330;54;100;34;0;34;1.000;3600000;0
1455;1058;48;0;0;0;0;.00nan;0;0
1455;1155;48;63;24;2;22;.917;3567000;0
1456;575;63;0;0;0;0;.00nan;0;0
1456;1534;63;82;39;3;36;.923;3519000;0
1456;2052;62;88;30;1;29;.967;3600000;0
1456;2374;62;0;0;0;0;.00nan;0;0
1457;193;45;92;37;2;35;.946;3900000;0
1457;263;57;0;0;0;0;.00nan;0;0
1457;713;57;67;20;2;18;.900;3900000;0
1457;1747;45;0;0;0;0;.00nan;0;0
1458;331;36;60;23;3;20;.870;3743000;0
1458;543;43;61;27;4;23;.852;3743000;0
1458;1729;43;0;0;0;0;.00nan;0;0
1458;2367;36;0;0;0;0;.00nan;0;0
1459;698;46;82;41;4;37;.902;3600000;0
1459;1687;42;84;30;1;29;.967;3600000;0
1459;2179;42;0;0;0;0;.00nan;0;0
1459;2426;46;0;0;0;0;.00nan;0;0
1460;442;55;37;31;5;26;.839;3600000;0
1460;494;53;0;0;0;0;.00nan;0;0
1460;866;53;73;25;2;23;.920;3600000;0
1460;2076;55;0;0;0;0;.00nan;0;0
1461;326;51;0;0;0;0;.00nan;0;0
1461;1082;51;74;36;3;33;.917;3600000;0
1461;1461;39;43;32;5;27;.844;3517000;0
1461;2117;39;0;0;0;0;.00nan;0;0
1462;501;49;39;23;4;19;.826;3526000;0
1462;532;35;77;25;2;23;.920;3600000;0
1462;1202;49;0;0;0;0;.00nan;0;0
1462;2176;35;0;0;0;0;.00nan;0;0
1463;1058;48;0;0;0;0;.00nan;0;0
1463;1155;48;77;30;2;28;.933;3547000;0
1463;1189;34;84;32;1;31;.969;3600000;0
1463;2249;34;0;0;0;0;.00nan;0;0
1464;546;38;19;23;6;17;.739;3600000;0
1464;1687;42;0;0;0;0;.00nan;0;0
1464;2179;42;100;40;0;40;1.000;3600000;0
1464;2443;38;0;0;0;0;.00nan;0;0
1465;193;45;80;27;2;25;.926;3600000;0
1465;575;63;0;0;0;0;.00nan;0;0
1465;1534;63;61;36;4;32;.889;3549000;0
1465;1747;45;0;0;0;0;.00nan;0;0
1466;157;52;0;0;0;0;.00nan;0;0
1466;703;52;63;16;2;14;.875;3600000;0
1466;830;47;67;29;3;26;.897;3549000;0
1466;2247;47;0;0;0;0;.00nan;0;0
1467;442;55;0;0;0;0;.00nan;0;0
1467;532;35;0;0;0;0;.00nan;0;0
1467;2076;55;73;39;4;35;.897;3584000;0
1467;2176;35;76;34;3;31;.912;3600000;0
1468;326;51;0;0;0;0;.00nan;0;0
1468;494;53;70;19;1;18;.947;3600000;0
1468;866;53;0;0;0;0;.00nan;0;0
1468;1082;51;61;28;3;25;.893;3574000;0
1469;475;40;53;27;3;24;.889;3900000;0
1469;1068;58;72;35;3;32;.914;3900000;0
1469;1333;58;0;0;0;0;.00nan;0;0
1469;2296;40;0;0;0;0;.00nan;0;0
1470;29;37;80;27;2;25;.926;3600000;0
1470;102;59;0;0;0;0;.00nan;0;0
1470;2211;59;59;34;5;29;.853;3600000;0
1470;2360;37;0;0;0;0;.00nan;0;0
1471;664;41;76;28;2;26;.929;3600000;0
1471;673;41;0;0;0;0;.00nan;0;0
1471;1251;33;0;0;0;0;.00nan;0;0
1471;2031;33;27;25;6;19;.760;3600000;0
1472;1693;56;93;41;3;38;.927;3900000;0
1472;2052;62;80;37;3;34;.919;3900000;0
1472;2232;56;0;0;0;0;.00nan;0;0
1472;2374;62;0;0;0;0;.00nan;0;0
1473;101;32;0;0;0;0;.00nan;0;0
1473;657;32;76;42;4;38;.905;3600000;0
1473;1461;39;0;0;0;0;.00nan;0;0
1473;2117;39;93;22;0;22;1.000;3600000;0
1474;1058;48;71;18;1;17;.944;3558000;0
1474;1155;48;0;0;0;0;.00nan;0;0
1474;1189;34;95;21;0;21;1.000;3600000;0
1474;2249;34;0;0;0;0;.00nan;0;0
1475;546;38;0;0;0;0;.00nan;0;0
1475;698;46;84;23;1;22;.957;3600000;0
1475;2426;46;0;0;0;0;.00nan;0;0
1475;2443;38;100;28;0;28;1.000;3600000;0
1476;235;61;0;0;0;0;.00nan;0;0
1476;268;54;0;0;0;0;.00nan;0;0
1476;330;54;83;28;1;27;.964;3600000;0
1476;635;61;68;30;3;27;.900;3529000;0
1477;195;60;68;29;3;26;.897;3551000;0
1477;860;60;0;0;0;0;.00nan;0;0
1477;2026;50;86;37;2;35;.946;3600000;0
1477;2377;50;0;0;0;0;.00nan;0;0
1478;157;52;100;35;0;35;1.000;3600000;0
1478;703;52;0;0;0;0;.00nan;0;0
1478;830;47;88;29;1;28;.966;3600000;0
1478;2247;47;0;0;0;0;.00nan;0;0
1479;263;57;67;18;1;17;.944;3600000;0
1479;543;43;0;0;0;0;.00nan;0;0
1479;713;57;0;0;0;0;.00nan;0;0
1479;1729;43;64;35;5;30;.857;3600000;0
1480;230;44;52;29;4;25;.862;3827000;0
1480;331;36;50;34;5;29;.853;3827000;0
1480;424;44;0;0;0;0;.00nan;0;0
1480;2367;36;0;0;0;0;.00nan;0;0
1481;475;40;0;0;0;0;.00nan;0;0
1481;1068;58;0;0;0;0;.00nan;0;0
1481;1333;58;74;37;4;33;.892;3600000;0
1481;2296;40;100;23;0;23;1.000;3600000;0
1482;29;37;56;22;3;19;.864;3552000;0
1482;102;59;59;19;2;17;.895;3600000;0
1482;2211;59;0;0;0;0;.00nan;0;0
1482;2360;37;0;0;0;0;.00nan;0;0
1483;664;41;0;0;0;0;.00nan;0;0
1483;673;41;86;44;4;40;.909;3900000;0
1483;1251;33;45;29;4;25;.862;3900000;0
1483;2031;33;0;0;0;0;.00nan;0;0
1484;1693;56;0;0;0;0;.00nan;0;0
1484;2052;62;0;0;0;0;.00nan;0;0
1484;2232;56;100;52;3;49;.942;3900000;0
1484;2374;62;43;20;3;17;.850;3900000;0
1485;501;49;100;25;0;25;1.000;3600000;0
1485;1189;34;68;36;3;33;.917;3600000;0
1485;1202;49;0;0;0;0;.00nan;0;0
1485;2249;34;0;0;0;0;.00nan;0;0
1486;235;61;56;32;4;28;.875;3900000;0
