PlayerId;Year;Team Id;League Id;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
311;2024;6;9999;5;5;7;2;9;0;0;2;2;49;0;6;0;0;6;0;3;7;5241;142;626;0;0
312;2024;25;9999;5;6;6;0;-1;0;0;0;1;51;0;6;63;25;6;0;5;2;4497;32;170;0;0
312;2024;25;0;3;0;0;0;0;0;0;0;0;57;0;0;8;6;0;0;2;1;1239;31;0;0;0
314;2024;22;9999;5;1;4;0;-10;0;0;0;0;60;0;1;1;1;11;0;2;1;2829;0;0;0;0
314;2024;22;0;7;0;1;6;-2;0;0;0;0;55;0;12;1;0;7;3;1;2;4482;0;66;0;0
316;2024;39;1;1;0;0;0;0;0;0;0;0;56;0;0;8;2;0;1;0;0;763;31;0;0;0
317;2024;0;9999;5;3;11;0;3;0;0;0;0;59;0;3;7;5;24;1;3;3;4064;35;433;0;0
317;2024;0;0;3;2;0;0;-1;0;0;0;0;60;0;5;2;0;1;0;1;3;2161;1;23;0;0
318;2024;21;0;2;0;1;0;0;0;0;0;0;60;0;1;7;1;1;0;0;0;999;21;0;0;0
318;2024;21;9999;5;2;6;0;0;0;0;0;0;68;0;3;2;0;11;0;3;0;2717;0;0;0;0
320;2024;34;1;1;0;0;0;-1;0;0;0;0;71;0;3;0;0;7;1;1;0;1217;199;0;0;0
324;2024;45;1;1;0;0;0;0;0;0;0;0;61;0;0;12;7;2;0;0;0;593;0;37;0;0
324;2024;6;9999;5;5;16;5;15;0;2;0;0;72;1;6;78;43;9;2;3;3;4978;246;121;1;1
329;2024;1;0;3;1;1;0;2;0;0;0;0;60;0;3;13;6;4;0;0;0;1648;0;42;0;0
329;2024;1;9999;5;5;7;4;1;0;0;0;1;46;0;6;75;37;4;3;2;2;4883;0;75;0;0
333;2024;35;1;1;0;0;0;-2;0;0;0;0;49;0;1;3;2;0;2;1;0;1052;0;153;0;0
338;2024;17;0;5;1;1;4;-1;1;0;0;0;64;0;23;0;0;5;1;4;5;4789;1476;237;0;0
341;2024;18;0;3;1;0;2;-3;0;0;0;0;54;0;3;1;1;5;1;1;0;2573;182;144;0;0
342;2024;27;0;4;2;1;0;2;0;0;0;0;70;0;14;4;1;8;3;4;1;3975;368;476;0;0
345;2024;12;0;6;1;3;0;3;0;1;0;0;63;1;15;2;2;5;4;2;0;4756;271;244;0;0
345;2024;12;9999;5;4;14;2;4;0;3;1;1;64;0;4;8;6;23;1;3;7;5519;459;432;0;0
346;2024;12;9999;5;5;11;2;3;0;1;1;2;31;1;5;0;0;7;0;4;8;6355;146;475;0;0
346;2024;12;0;5;0;1;0;-3;0;0;0;0;68;0;8;0;0;8;2;7;7;5538;120;530;0;0
348;2024;37;1;1;0;1;0;2;0;0;0;0;73;0;0;0;0;2;1;0;1;991;0;53;0;0
349;2024;37;1;1;0;1;0;1;0;0;0;0;71;0;1;0;0;2;0;1;0;1217;0;36;0;0
355;2024;11;0;4;0;2;2;3;0;0;0;0;52;0;3;0;0;6;1;4;5;3667;53;361;0;0
357;2024;12;0;6;0;1;4;0;0;0;0;0;59;0;4;37;17;9;2;1;0;4124;12;414;0;0
358;2024;4;0;7;6;3;4;0;2;0;0;0;72;1;28;4;2;14;7;5;1;5588;749;199;0;0
360;2024;26;0;4;0;0;0;-8;0;0;0;0;46;0;3;0;0;6;0;3;4;3924;53;113;0;0
361;2024;15;9999;5;1;14;2;2;0;4;0;1;76;0;1;75;41;11;1;3;2;3556;525;112;0;0
363;2024;52;1;1;1;0;2;4;0;0;1;0;63;0;5;0;0;1;2;0;1;1008;0;238;0;0
364;2024;1;0;4;3;6;0;9;0;0;0;0;77;1;14;6;5;10;1;0;1;2922;208;0;0;0
366;2024;18;0;4;0;0;2;1;0;0;0;0;59;0;6;6;3;8;2;0;1;2714;126;79;0;0
366;2024;18;9999;5;3;11;0;1;0;1;0;0;71;0;4;0;0;27;1;0;2;4530;323;0;0;0
369;2024;9;0;7;0;1;2;-6;0;0;0;0;55;0;9;0;0;5;0;5;11;7612;54;819;0;0
371;2024;9;0;7;1;1;0;-2;0;0;0;0;56;0;7;5;3;9;5;1;1;3494;26;225;0;0
373;2024;18;9999;5;8;12;2;-3;2;3;0;0;85;0;8;5;4;26;0;1;2;5273;736;109;0;0
373;2024;18;0;5;3;4;6;5;1;1;0;0;72;0;11;6;1;14;5;1;0;4380;830;183;0;0
374;2024;55;1;1;0;0;0;-1;0;0;0;0;64;0;2;0;0;3;1;1;0;880;141;42;0;0
375;2024;10;9999;5;3;6;0;-2;0;1;0;1;38;0;3;0;0;9;2;1;9;5499;186;345;0;0
375;2024;10;0;7;1;2;2;0;0;0;0;0;65;0;14;0;0;9;2;11;9;7077;184;715;0;0
377;2024;55;1;1;0;0;0;-3;0;0;0;0;39;0;4;0;0;2;1;1;0;989;0;367;0;0
379;2024;22;0;7;0;1;2;-6;0;0;0;0;60;0;7;72;36;8;7;7;8;5171;0;1324;0;0
379;2024;22;9999;5;5;8;0;1;0;0;1;0;45;0;5;82;40;17;0;1;2;4749;17;471;0;0
380;2024;40;1;1;0;0;0;-1;0;0;0;0;60;0;2;0;0;1;0;0;0;533;103;0;0;0
381;2024;19;9999;5;3;11;0;2;0;0;1;0;59;0;3;20;10;24;0;2;2;5076;69;573;0;0
381;2024;19;0;5;2;1;0;-2;0;0;0;0;53;0;8;17;5;9;3;2;1;3713;50;184;0;0
391;2024;39;1;1;0;2;0;2;0;0;0;0;72;0;1;0;0;1;0;0;3;1056;0;0;0;0
392;2024;48;1;1;0;0;0;0;0;0;0;0;60;0;0;6;1;2;1;0;1;639;0;39;0;0
393;2024;25;9999;5;5;6;0;-2;0;0;1;1;31;0;5;0;0;13;0;0;5;4988;0;565;0;0
393;2024;25;0;3;0;3;0;3;0;0;0;0;65;0;4;0;0;3;1;4;3;2907;35;65;0;0
394;2024;40;1;1;0;1;0;0;0;0;0;0;62;0;0;3;1;2;3;0;0;702;0;188;0;0
397;2024;29;9999;5;4;10;0;6;0;1;0;2;30;0;4;0;0;10;0;0;3;5672;26;177;0;0
397;2024;29;0;3;0;0;0;1;0;0;0;0;66;0;8;0;0;5;2;7;3;3217;0;74;0;0
398;2024;29;9999;5;2;5;0;-3;1;1;1;0;51;0;2;0;0;14;0;2;7;5419;207;126;0;0
400;2024;34;1;1;0;0;0;-1;0;0;0;0;72;0;2;0;0;3;1;2;0;912;40;148;0;0
402;2024;46;1;1;0;0;0;-1;0;0;0;0;68;0;3;0;0;6;1;1;1;1086;173;24;0;0
403;2024;16;0;4;0;0;2;-1;0;0;0;0;57;0;6;0;0;5;0;2;4;3399;79;321;0;0
407;2024;57;1;1;0;0;0;0;0;0;0;0;65;0;4;0;0;6;2;1;2;810;260;198;0;0
413;2024;3;0;7;1;3;2;4;0;0;0;0;65;0;6;19;13;15;5;6;2;5568;0;669;0;0
414;2024;20;0;3;1;2;2;2;0;0;0;1;57;0;8;0;0;2;0;2;2;3019;66;257;0;0
415;2024;0;0;6;2;1;2;-5;0;0;0;0;53;0;10;57;23;2;6;5;2;5567;126;140;0;0
416;2024;49;1;1;0;0;0;0;0;0;0;0;69;0;3;0;0;2;1;1;0;987;74;0;0;0
419;2024;15;0;7;0;6;0;4;0;0;0;0;64;0;15;0;0;11;0;5;5;8131;451;295;0;0
425;2024;20;0;6;2;3;17;5;0;0;0;0;67;1;5;10;4;8;6;5;1;3950;120;655;1;1
427;2024;22;0;6;0;5;6;5;0;2;0;1;66;0;16;0;0;5;0;7;10;5986;289;450;0;0
430;2024;1;0;6;1;3;4;6;0;0;0;0;62;0;9;13;7;11;9;4;1;4992;14;656;0;0
433;2024;17;0;6;1;3;2;0;1;0;0;0;61;0;20;0;0;14;2;4;2;6671;1031;317;0;0
435;2024;46;1;1;0;1;0;1;0;0;0;0;67;0;0;0;0;3;1;1;0;1032;67;236;0;0
436;2024;50;1;1;1;0;2;1;0;0;0;0;58;0;2;2;1;1;2;0;1;935;0;119;0;0
438;2024;6;0;7;5;4;7;10;0;0;0;0;71;0;10;77;37;1;3;6;1;6389;154;131;1;1
