PlayerId;Year;Team Id;League Id;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
1337;2024;52;1;11;0;4;2;0;0;0;0;1;63;0;19;0;0;14;1;9;13;10157;192;987;0;0
1339;2024;37;1;17;2;2;4;1;0;0;0;0;59;0;14;82;38;17;4;6;6;8524;0;1128;0;0
1340;2024;21;0;20;5;6;2;-2;0;0;0;0;62;1;31;28;9;15;10;5;6;11653;130;669;0;0
1342;2024;43;1;14;0;2;16;-5;0;0;0;0;66;0;16;0;0;12;6;10;34;13422;150;1591;0;0
1343;2024;7;0;20;5;13;4;5;0;0;0;0;70;1;30;2;2;26;10;9;3;17968;515;207;0;0
1346;2024;31;0;19;3;7;4;-4;0;0;0;1;56;0;18;19;6;21;3;2;4;10353;11;622;0;0
1347;2024;48;1;20;4;4;10;0;0;0;0;0;61;0;34;23;13;21;11;7;7;15416;313;931;0;0
1348;2024;44;1;14;1;4;8;-5;1;1;0;0;60;0;34;0;0;22;2;5;18;15667;1239;1562;0;0
1349;2024;48;1;20;2;9;6;-2;0;1;0;0;62;0;42;57;27;17;4;8;7;14581;1455;258;0;0
1350;2024;46;1;18;3;2;4;0;0;0;0;0;56;0;14;113;56;9;7;4;5;8957;66;620;0;0
1351;2024;55;1;16;7;6;10;4;0;1;0;0;68;1;34;166;87;24;7;10;9;13166;195;2277;0;0
1352;2024;62;1;15;2;12;4;5;1;3;0;0;73;2;52;0;0;23;4;3;18;15819;3875;1354;0;0
1354;2024;36;1;9;0;0;0;-4;0;0;0;0;56;0;6;0;0;6;0;3;10;7797;36;604;0;0
1355;2024;18;0;21;1;6;21;-6;0;0;0;0;63;0;20;4;1;36;10;16;5;18599;213;10;1;0
1356;2024;25;0;21;7;14;6;-1;2;3;0;0;67;0;63;4;1;32;15;8;9;18700;3112;55;0;0
1357;2024;35;1;13;0;5;6;4;0;0;0;0;61;0;28;0;0;13;4;3;11;12398;0;786;0;0
1360;2024;55;1;15;1;7;8;10;0;1;0;0;60;0;14;2;1;16;3;12;17;14717;120;2534;0;0
1361;2024;41;1;17;7;7;2;7;1;1;0;0;61;1;34;22;13;12;5;4;8;13320;1186;100;0;0
1365;2024;9;0;22;2;12;16;3;0;5;0;0;66;1;85;0;0;36;8;22;22;25727;3696;1352;0;0
1366;2024;56;1;16;2;10;17;-2;1;6;0;0;67;0;34;0;0;16;3;5;1;11819;3802;9;1;0
1370;2024;32;1;19;1;11;16;-7;1;5;0;0;66;0;65;1;1;44;13;13;36;19703;5177;2452;0;0
1373;2024;50;1;1;0;0;0;-1;0;0;0;0;62;0;1;0;0;1;0;0;3;1015;60;58;0;0
1374;2024;42;1;19;3;7;4;-5;1;1;0;0;64;1;40;9;5;24;15;11;9;17263;1795;700;0;0
1375;2024;8;0;20;3;8;2;-3;0;1;0;0;58;0;33;0;0;28;14;4;5;17485;454;0;0;0
1377;2024;0;0;19;12;8;4;7;0;0;0;0;57;1;43;28;12;24;13;4;7;15148;249;2785;0;0
1378;2024;50;1;13;0;3;22;-1;0;0;0;0;75;0;12;0;0;21;7;9;26;13210;31;1764;0;0
1382;2024;36;1;19;0;2;23;0;0;0;0;0;65;0;17;0;0;32;14;8;25;19998;129;1468;1;0
1385;2024;15;0;22;3;4;4;3;0;0;0;1;60;0;34;19;11;27;16;8;10;15476;0;574;0;0
1387;2024;12;0;23;5;1;4;-5;0;0;0;0;59;0;20;40;18;24;15;7;6;11254;219;3408;0;0
1393;2024;32;1;9;0;4;8;-7;0;1;0;0;60;0;16;0;0;17;6;1;9;8531;2131;386;0;0
1394;2024;39;1;10;0;2;4;-4;0;0;0;0;61;0;15;0;0;11;6;2;21;8913;1288;961;0;0
1395;2024;22;0;22;6;8;12;-3;1;2;0;0;61;1;19;279;145;19;11;6;3;17247;3635;31;0;0
1396;2024;55;1;11;6;7;8;9;0;1;2;0;68;2;28;0;0;15;5;4;18;11410;857;864;0;0
1400;2024;7;0;20;2;4;6;1;1;2;0;0;63;1;62;0;0;20;1;19;14;21292;2848;994;0;0
1401;2024;33;1;13;1;6;6;-3;0;2;0;0;59;0;33;0;0;19;2;2;7;11704;1571;1857;0;0
1402;2024;36;1;21;9;6;6;-1;6;4;0;0;61;1;61;14;5;24;9;2;10;14047;4597;16;0;0
1403;2024;10;0;19;0;3;0;-5;0;0;0;0;58;0;9;14;5;8;9;6;7;10330;168;313;0;0
1404;2024;7;0;20;5;6;4;-1;0;0;0;0;56;0;22;175;78;14;12;7;5;16586;78;570;0;0
1405;2024;34;1;19;6;4;10;-6;2;1;0;0;60;1;40;218;99;13;8;6;1;11483;4544;50;0;0
1407;2024;40;1;17;1;12;4;9;0;1;1;1;67;0;38;0;0;33;2;9;14;17870;1489;1960;0;0
1408;2024;42;1;20;4;4;8;5;0;0;0;0;62;1;30;180;83;15;6;6;7;15459;414;1537;0;0
1409;2024;40;1;18;4;3;8;7;0;0;0;0;64;1;31;222;98;20;10;2;8;16106;2514;243;0;0
1411;2024;46;1;5;1;3;0;3;0;0;0;1;62;0;7;0;0;1;3;2;5;4197;25;889;0;0
1412;2024;50;1;13;0;4;6;0;0;1;0;0;65;0;11;0;0;11;4;12;25;13592;334;2011;0;0
1413;2024;7;0;19;2;10;4;4;0;0;0;0;62;1;30;10;6;28;19;11;7;16691;0;459;0;0
1414;2024;44;1;18;3;8;8;2;1;2;0;0;62;0;32;2;2;15;6;3;6;11399;3395;2;0;0
1416;2024;35;1;15;4;6;8;3;2;2;0;1;66;1;45;279;143;12;4;9;4;12292;4294;1124;0;0
1420;2024;9;0;22;2;5;6;-5;0;0;0;0;63;0;34;0;0;15;4;11;19;20141;0;251;0;0
1421;2024;49;1;19;1;7;11;3;0;2;0;0;61;0;21;140;76;22;8;4;7;9334;354;3061;1;0
1422;2024;41;1;9;3;8;8;-2;1;4;0;0;65;0;30;0;0;7;3;3;7;7961;2537;706;0;0
1423;2024;60;1;3;0;2;0;2;0;0;0;0;62;0;3;32;22;1;4;3;3;2291;0;340;0;0
1424;2024;47;1;4;1;0;2;0;0;0;0;0;56;0;8;4;1;5;5;2;0;3149;37;74;0;0
1425;2024;62;1;17;3;4;8;4;0;0;0;0;64;0;36;215;109;36;8;5;13;14701;111;921;0;0
1430;2024;42;1;18;8;9;16;7;1;5;0;0;66;3;49;28;15;18;5;3;10;11557;3983;103;0;0
1431;2024;41;1;11;0;9;8;-1;0;3;0;0;61;0;23;1;1;11;4;5;17;10080;1948;929;0;0
1433;2024;59;1;11;0;1;6;-2;0;0;0;0;53;0;12;0;0;8;5;4;6;10643;78;1904;0;0
1434;2024;41;1;18;0;5;6;-4;0;0;0;1;54;0;9;80;38;12;8;8;3;9299;56;712;0;0
1436;2024;33;1;11;1;1;13;-2;0;0;0;0;65;1;11;46;23;23;9;6;11;8906;157;2142;1;1
1437;2024;35;1;20;1;6;16;1;0;2;0;0;68;0;23;204;99;34;16;13;14;15722;1107;3822;0;0
1439;2024;44;1;13;7;8;6;6;2;5;0;0;69;2;47;199;111;8;7;5;2;9853;3928;0;0;0
1441;2024;43;1;18;4;3;4;-7;0;1;0;0;58;0;26;39;22;8;9;4;12;13966;760;339;0;0
1442;2024;45;1;11;0;2;6;-4;0;0;0;0;62;0;16;0;0;17;0;5;5;10571;1385;670;0;0
1443;2024;50;1;10;1;3;7;-1;0;0;0;0;59;0;15;0;0;9;1;5;9;10232;59;934;1;0
1445;2024;55;1;16;9;7;6;8;2;2;0;0;76;2;52;10;2;21;6;12;8;14195;4096;464;0;0
1447;2024;35;1;5;2;3;0;4;0;0;0;0;66;0;7;53;28;5;6;5;2;4272;11;299;0;0
1448;2024;31;0;19;6;9;2;6;0;0;0;0;58;1;36;11;7;31;14;9;5;17598;398;240;0;0
1450;2024;43;1;18;2;3;6;-5;1;2;0;0;58;0;14;121;64;19;4;7;8;10619;1536;795;0;0
1452;2024;62;1;13;5;11;6;1;2;5;0;1;68;1;47;0;0;25;5;4;14;12154;3300;1227;0;0
1453;2024;7;0;20;0;3;18;0;0;0;0;0;58;0;31;0;0;12;6;11;17;19215;143;533;0;0
1454;2024;36;1;21;1;2;8;-1;0;1;0;0;57;0;14;150;66;20;8;8;4;12193;318;374;0;0
1455;2024;4;0;21;4;18;12;12;0;0;0;0;64;1;55;46;20;39;16;11;14;19546;476;2453;0;0
1457;2024;60;1;10;3;4;0;2;1;2;1;0;71;0;29;0;0;3;2;7;16;8771;2969;1181;0;0
1458;2024;56;1;13;1;6;2;-2;0;1;0;0;61;0;19;139;69;8;9;6;3;10520;499;0;0;0
1460;2024;51;1;14;2;5;4;-3;0;0;0;0;75;0;18;0;0;21;2;5;25;14630;392;2401;0;0
1463;2024;35;1;17;5;3;6;0;0;0;0;0;60;0;26;0;0;17;9;2;20;17222;188;2381;0;0
1465;2024;62;1;4;3;1;6;-1;2;1;0;0;64;1;14;53;28;4;4;6;0;2862;804;119;0;0
1468;2024;19;0;20;3;5;4;-7;0;0;0;0;60;2;23;0;0;21;9;2;6;15647;8;0;0;0
1470;2024;62;1;2;0;0;2;-1;0;0;0;0;54;0;1;0;0;4;0;1;2;2244;0;15;0;0
1472;2024;41;1;18;3;6;4;-11;1;4;0;0;67;0;51;8;4;28;12;8;8;15293;5132;84;0;0
1474;2024;33;1;11;1;0;10;-2;0;0;0;0;55;1;13;11;4;20;4;1;1;5210;63;1087;0;0
1476;2024;31;0;13;2;2;4;-6;1;0;0;0;57;1;10;95;43;4;4;3;0;7028;455;60;0;0
1477;2024;61;1;2;0;0;0;-5;0;0;0;0;57;0;8;0;0;2;2;1;3;1737;91;137;0;0
1478;2024;59;1;3;1;0;2;-1;0;0;0;0;56;1;11;0;0;9;3;2;2;3067;39;309;0;0
1480;2024;53;1;8;0;0;4;-5;0;0;0;0;58;0;8;0;0;3;7;3;8;7590;844;838;0;0
1481;2024;47;1;4;1;2;0;2;0;0;0;0;69;0;8;24;14;9;2;4;1;2804;104;477;0;0
1482;2024;7;0;19;1;6;0;2;0;0;0;0;57;0;23;1;1;21;14;4;3;9783;28;50;0;0
1484;2024;61;1;22;4;5;8;-3;1;1;0;0;61;2;43;206;96;18;8;17;5;16085;2434;522;0;0
1485;2024;42;1;16;1;1;4;-5;0;0;0;0;56;0;20;11;6;10;3;4;7;8723;254;645;0;0
1491;2024;42;1;14;5;5;4;6;1;2;0;0;64;1;37;10;4;13;11;5;5;11275;3460;46;0;0
1492;2024;50;1;9;0;2;2;1;0;0;0;0;59;0;11;0;0;14;0;6;5;9011;80;513;0;0
1497;2024;43;1;14;1;3;25;-7;1;0;0;0;66;1;30;255;142;15;4;7;13;12559;3442;1494;0;0
1498;2024;0;0;19;1;8;11;-2;0;2;1;0;59;0;38;0;0;17;4;11;26;18891;1093;1247;1;0
1499;2024;41;1;18;3;7;12;-5;3;2;0;0;62;1;48;0;0;24;8;9;14;17412;5420;1505;0;0
1501;2024;54;1;18;7;7;8;2;3;2;0;0;63;0;26;118;72;17;7;3;4;13921;2195;20;0;0
1502;2024;39;1;19;5;8;4;2;1;3;0;0;65;1;47;10;4;25;11;11;10;16936;2062;458;0;0
1503;2024;35;1;15;2;10;14;2;0;5;0;0;64;0;33;9;5;18;2;0;7;12214;3783;122;0;0
1504;2024;52;1;13;5;2;10;-2;2;1;0;0;67;1;27;49;19;15;5;4;6;12767;3107;1643;0;0
1509;2024;38;1;4;0;0;4;4;0;0;0;0;68;0;4;0;0;3;0;2;4;3667;46;583;0;0
1510;2024;45;1;15;5;9;8;-4;1;1;1;0;66;0;34;8;3;15;2;8;13;14272;1356;1201;0;0
1511;2024;42;1;4;1;2;2;1;0;0;0;0;72;0;10;0;0;9;4;3;2;3596;444;47;0;0
1512;2024;10;0;19;0;1;14;-13;0;0;0;0;55;0;22;0;0;17;2;14;11;17802;36;892;0;0
1513;2024;15;0;22;2;6;8;-19;0;3;0;0;58;2;24;3;0;27;14;8;3;11970;1823;0;0;0
1514;2024;11;0;20;0;3;8;-18;0;1;0;0;61;0;46;0;0;24;4;12;10;22367;846;400;0;0
1520;2024;62;1;15;3;3;10;1;0;0;0;1;62;1;23;167;86;12;6;8;7;9898;115;2817;0;0
1526;2024;34;1;20;1;1;38;-6;0;0;0;0;60;1;25;23;11;40;4;8;14;14622;289;1886;2;1
1527;2024;40;1;14;0;7;19;5;0;0;0;2;72;0;14;0;0;28;4;11;35;15563;53;1861;1;1
1537;2024;35;1;6;2;1;4;2;0;0;0;0;61;0;11;0;0;3;1;4;5;5440;1200;316;0;0
1538;2024;45;1;11;0;2;4;-3;0;0;0;0;59;0;12;0;0;10;2;5;15;10282;65;1017;0;0
1542;2024;53;1;19;5;5;14;-5;1;1;0;0;64;2;38;18;4;18;5;15;5;16566;2184;716;0;0
1543;2024;42;1;15;4;2;12;0;0;0;0;0;60;0;21;18;10;16;9;2;11;11558;2144;453;0;0
1547;2024;62;1;3;0;0;4;-2;0;0;0;0;70;0;4;0;0;12;0;1;5;3224;19;351;0;0
1548;2024;63;1;19;2;3;8;-3;0;0;0;0;62;0;24;173;86;15;7;7;16;14754;1664;1357;0;0
1550;2024;50;1;15;4;5;12;1;0;3;0;0;69;0;42;17;7;30;5;5;12;10458;3525;24;0;0
1551;2024;58;1;18;4;8;14;1;0;3;0;0;65;2;30;4;0;16;12;4;3;13880;4184;71;0;0
1553;2024;48;1;20;0;9;2;1;0;5;0;0;66;0;62;0;0;23;14;14;24;20496;4449;1613;0;0
1557;2024;35;1;13;3;10;6;3;0;2;0;0;70;1;28;0;0;19;5;10;39;13722;908;2395;0;0
1560;2024;51;1;18;0;2;12;-13;0;0;0;0;60;0;14;0;0;14;6;16;25;19964;635;2722;0;0
1562;2024;9;0;22;1;5;2;5;0;0;0;0;63;0;50;0;0;23;3;23;25;25992;323;1661;0;0
1563;2024;60;1;11;0;6;6;7;0;2;0;0;60;0;34;2;1;7;11;1;4;10644;1801;1396;0;0
1566;2024;3;0;21;3;10;9;5;0;1;0;0;60;0;25;0;0;23;15;7;8;15691;11;148;1;0
1568;2024;8;0;20;4;11;4;-13;0;0;0;0;58;0;44;21;9;33;12;5;1;17416;454;956;0;0
1570;2024;52;1;9;1;5;2;1;0;1;0;0;67;0;25;0;0;9;2;4;14;8759;2394;549;0;0
1575;2024;29;0;18;3;2;2;-8;0;0;0;0;57;1;14;30;16;11;4;4;1;10706;0;1195;0;0
1577;2024;7;0;20;1;3;8;-2;0;0;0;0;55;0;36;0;0;19;6;9;14;19614;208;3167;0;0
1579;2024;55;1;16;2;2;4;-4;1;0;0;0;63;0;18;210;101;11;12;9;16;11640;188;3078;0;0
1581;2024;63;1;19;3;4;14;-2;2;2;0;0;58;1;30;23;12;16;4;3;7;13265;2701;372;0;0
1583;2024;16;0;22;5;8;0;5;0;1;0;0;64;0;24;236;120;12;13;22;8;20375;928;548;0;0
1584;2024;12;0;23;2;10;10;-13;1;5;0;0;61;0;76;0;0;20;9;14;34;21743;4398;1030;0;0
1585;2024;43;1;7;1;1;8;-1;0;0;0;0;55;0;15;0;0;7;1;2;1;6457;131;726;0;0
1586;2024;60;1;12;1;3;2;4;0;0;0;0;56;0;6;30;21;3;1;1;6;5374;0;219;0;0
1587;2024;26;0;21;2;6;2;-1;0;0;0;0;62;0;26;236;118;19;24;9;10;21154;1060;406;0;0
1588;2024;15;0;22;5;4;15;3;0;0;0;0;58;1;23;238;106;19;9;4;5;16560;507;1889;1;0
1590;2024;45;1;5;3;3;0;3;0;0;1;0;64;1;8;0;0;2;2;2;5;4220;80;948;0;0
1591;2024;39;1;3;1;1;0;3;0;1;0;0;65;0;6;19;10;2;1;1;1;1730;412;0;0;0
1592;2024;52;1;17;0;1;20;-4;0;0;0;0;57;0;10;97;43;15;3;5;3;8318;1905;15;0;0
1594;2024;32;1;14;2;6;6;1;0;0;0;0;64;0;22;0;0;18;6;1;22;13401;116;2100;0;0
1595;2024;51;1;15;1;4;10;-4;0;1;0;0;61;0;18;0;0;22;5;4;8;11284;3069;0;0;0
1597;2024;47;1;4;0;1;0;0;0;0;0;0;63;0;7;1;0;5;5;4;1;2974;25;215;0;0
1598;2024;54;1;14;0;4;4;7;0;0;0;0;63;0;20;0;0;17;5;12;8;14747;514;1222;0;0
1600;2024;43;1;10;0;2;6;-3;0;0;0;0;60;0;20;0;0;6;4;5;7;9279;1090;652;0;0
1602;2024;55;1;13;2;3;2;1;1;0;0;0;57;0;12;15;9;11;4;0;4;5573;1535;0;0;0
1603;2024;61;1;22;5;7;18;-11;3;6;0;0;64;0;50;33;21;23;12;9;17;19577;5529;163;0;0
1604;2024;47;1;4;0;3;0;2;0;1;0;1;71;0;4;4;3;5;5;1;0;3326;268;338;0;0
1605;2024;57;1;6;1;1;0;1;0;0;0;0;64;0;16;0;0;10;3;3;6;5377;1527;504;0;0
1606;2024;59;1;12;4;6;0;-2;2;5;0;0;65;1;21;16;6;6;3;8;6;9020;2983;0;0;0
1610;2024;57;1;4;0;2;4;1;0;0;0;0;67;0;4;7;4;11;2;0;2;2692;1023;0;0;0
1611;2024;38;1;4;0;1;2;-2;0;0;0;0;61;0;5;0;0;4;0;1;9;3791;0;569;0;0
1612;2024;56;1;5;2;2;2;-2;0;0;0;0;64;0;5;49;27;1;2;4;0;4381;140;5;0;0
1614;2024;47;1;3;1;2;2;6;0;0;0;1;65;0;4;0;0;3;2;1;2;2839;97;508;0;0
1615;2024;57;1;17;1;2;16;3;0;0;0;0;51;0;7;15;10;14;5;0;3;6823;0;163;0;0
1619;2024;32;1;19;1;1;16;-5;0;0;0;0;61;0;15;166;95;10;7;13;9;12013;266;1405;0;0
1620;2024;41;1;18;2;7;8;0;0;1;0;0;60;0;21;171;89;13;2;5;4;12162;1173;103;0;0
1621;2024;42;1;15;2;2;6;0;0;0;0;0;57;0;12;6;2;14;0;2;1;7101;452;337;0;0
1622;2024;53;1;14;0;6;12;9;0;0;0;1;63;0;14;0;0;13;5;4;16;12807;92;1102;0;0
1624;2024;47;1;16;0;1;12;-9;0;1;0;0;56;0;15;123;73;29;3;1;5;9511;16;1926;0;0
1625;2024;42;1;18;1;4;4;-2;1;3;0;0;61;1;22;76;40;9;6;2;9;11473;3714;7;0;0
1626;2024;18;0;21;2;6;4;1;0;0;0;0;54;0;17;145;79;14;7;5;4;11015;129;987;0;0
1628;2024;43;1;11;2;2;2;-3;0;0;0;0;62;0;23;0;0;16;2;4;15;10110;135;1497;0;0
1629;2024;54;1;20;2;2;13;-2;0;0;0;0;57;0;14;66;30;17;8;3;4;12188;0;590;1;0
1630;2024;38;1;5;1;1;4;0;0;0;0;0;59;0;8;0;0;6;3;1;9;4637;58;426;0;0
1631;2024;54;1;17;1;2;2;-2;0;0;0;0;53;0;15;48;24;15;9;1;7;9005;60;243;0;0
1632;2024;47;1;17;2;4;6;-4;0;0;0;0;61;0;26;0;0;20;1;3;20;16134;795;1495;0;0
1635;2024;40;1;18;4;4;10;5;0;0;0;0;64;0;31;38;18;17;8;8;16;14579;2017;542;0;0
1637;2024;60;1;14;2;3;8;5;0;0;0;0;56;1;19;110;57;9;3;0;4;7877;124;340;0;0
1638;2024;44;1;13;4;5;24;0;3;3;0;0;61;0;16;10;6;6;4;2;2;8203;3389;0;0;0
1639;2024;35;1;15;3;7;8;6;2;1;0;0;60;0;18;209;104;18;5;3;2;12543;1756;44;0;0
1640;2024;39;1;3;0;1;0;1;0;0;0;0;61;0;2;3;1;4;2;1;2;1743;314;34;0;0
1641;2024;61;1;17;1;5;25;4;0;0;0;0;70;0;22;0;0;8;9;16;21;18333;1296;2187;1;0
1642;2024;7;0;20;0;5;4;1;0;0;0;0;54;0;46;0;0;23;2;15;13;23222;245;1116;0;0
1646;2024;32;1;15;2;7;2;-9;0;2;0;0;63;0;31;17;10;14;9;8;2;12606;3286;12;0;0
1647;2024;61;1;5;0;0;4;-5;0;0;0;0;65;0;6;0;0;14;4;3;1;3908;298;0;0;0
1649;2024;35;1;5;0;2;2;1;0;0;0;0;66;0;8;3;2;6;4;1;1;3649;151;39;0;0
1650;2024;35;1;15;4;2;6;6;0;0;1;0;55;0;20;106;58;14;1;3;3;6743;0;1122;0;0
1651;2024;60;1;13;1;5;4;1;0;0;0;0;55;0;11;16;8;14;4;3;1;6331;0;207;0;0
1652;2024;35;1;15;7;3;4;3;0;1;0;0;64;3;39;10;6;14;9;5;8;12903;2379;120;0;0
1654;2024;62;1;13;3;4;4;3;0;0;0;0;64;0;30;14;8;6;2;2;0;9019;1205;63;0;0
1658;2024;31;0;19;2;2;4;-5;0;0;1;0;54;0;30;0;0;12;5;11;11;18078;0;324;0;0
1660;2024;15;0;22;2;5;8;-1;0;0;0;0;58;0;35;29;14;30;15;6;5;17199;90;69;0;0
1661;2024;47;1;10;0;2;2;-3;0;1;0;0;55;0;5;13;7;3;2;1;4;4485;656;121;0;0
1666;2024;49;1;19;2;1;6;0;0;0;0;0;64;0;29;0;0;31;9;7;54;20456;749;3157;0;0
1667;2024;54;1;10;1;3;4;1;0;0;0;1;62;0;17;0;0;10;7;3;15;9023;810;991;0;0
1668;2024;45;1;15;4;8;10;-4;0;3;0;0;72;0;53;33;11;22;13;11;13;13461;4340;2551;0;0
1669;2024;46;1;15;2;2;2;0;0;0;0;0;61;0;36;0;0;12;7;6;24;15001;1772;1515;0;0
1672;2024;45;1;6;1;0;0;-7;0;0;0;0;57;0;12;0;0;13;3;1;10;5433;552;645;0;0
1674;2024;51;1;18;0;4;2;-9;0;0;0;0;64;0;20;0;0;23;6;7;21;16667;57;1601;0;0
1677;2024;35;1;3;0;1;0;2;0;0;0;0;59;0;2;0;0;1;2;2;4;2444;21;335;0;0
1678;2024;63;1;19;3;6;2;-1;0;2;0;0;62;1;18;164;93;5;4;2;5;12605;2137;606;0;0
1685;2024;7;0;20;0;8;0;1;0;0;0;0;63;0;31;10;2;35;11;12;13;15265;0;3158;0;0
1694;2024;60;1;3;0;0;2;2;0;0;0;0;70;0;10;0;0;7;0;4;3;3564;204;463;0;0
1695;2024;31;0;19;2;5;2;-14;0;1;0;0;57;0;34;0;0;29;15;6;2;17245;495;0;0;0
1699;2024;47;1;10;3;1;4;-2;0;1;0;0;56;0;20;6;3;7;7;2;7;7850;404;284;0;0
1702;2024;43;1;4;1;0;0;-2;0;0;0;0;61;0;8;0;0;0;0;1;1;1892;0;0;0;0
1703;2024;32;1;13;4;3;6;-2;1;1;0;0;64;1;41;186;91;19;1;3;5;10075;3223;73;0;0
1704;2024;35;1;15;1;7;4;0;1;1;0;0;61;0;23;14;5;9;4;0;6;10678;1885;80;0;0
1705;2024;33;1;13;0;1;18;2;0;0;0;0;58;0;11;17;8;16;3;3;9;6342;204;1946;0;0
1706;2024;54;1;14;3;4;6;2;0;0;0;0;61;1;22;181;89;8;7;5;1;11248;3037;29;0;0
1707;2024;33;1;7;1;1;4;-1;0;0;0;0;60;0;7;0;0;2;4;3;3;6237;24;620;0;0
1708;2024;44;1;13;2;1;4;-2;0;0;0;0;62;0;16;154;69;6;5;6;12;9413;183;1434;0;0
1711;2024;55;1;15;3;5;2;2;0;0;0;0;61;1;13;85;45;12;7;3;4;7358;1769;423;0;0
1713;2024;55;1;14;3;7;4;8;0;0;0;0;63;0;30;15;7;20;10;7;3;12442;11;868;0;0
1714;2024;47;1;11;2;3;0;-5;1;0;0;0;64;1;24;156;77;13;7;1;8;9249;2308;140;0;0
1718;2024;39;1;4;0;1;0;-1;0;0;0;0;57;0;5;0;0;2;0;0;5;3753;12;86;0;0
1719;2024;56;1;3;0;1;2;-2;0;0;0;0;62;0;7;0;0;4;0;1;2;2835;217;143;0;0
1721;2024;44;1;14;1;5;18;1;0;1;0;0;59;0;20;40;20;8;5;4;6;10682;329;2127;0;0
1725;2024;0;0;19;2;5;10;-9;0;0;0;1;58;0;40;0;0;30;4;13;18;19771;57;2860;0;0
1734;2024;38;1;10;0;3;0;-7;0;1;0;0;61;0;13;0;0;8;4;9;20;9716;1258;1082;0;0
1735;2024;47;1;15;8;0;10;1;1;0;0;0;67;2;27;29;11;13;4;7;17;14243;2851;1022;0;0
1736;2024;35;1;5;1;1;0;0;0;0;0;0;67;0;8;0;0;8;6;2;3;4471;234;53;0;0
1737;2024;45;1;18;0;1;18;-4;0;0;0;1;53;0;8;108;36;17;3;2;4;8111;0;1392;0;0
1738;2024;39;1;20;4;4;24;0;0;0;1;0;63;1;40;81;42;28;14;10;12;18226;135;3459;0;0
1740;2024;56;1;5;0;1;6;3;0;0;0;0;62;0;3;0;0;1;0;5;2;5989;108;232;0;0
1741;2024;39;1;15;0;2;6;2;0;0;0;0;67;0;11;0;0;19;5;8;32;13462;417;1923;0;0
1743;2024;51;1;11;2;4;0;2;0;0;0;0;66;1;16;134;63;8;6;7;10;10116;460;509;0;0
1749;2024;38;1;18;3;3;8;-5;1;1;0;0;59;0;33;1;0;20;7;6;12;13968;1303;812;0;0
1751;2024;52;1;17;2;6;8;8;0;0;0;0;63;0;27;16;9;15;8;4;11;13188;1920;115;0;0
1753;2024;7;0;20;1;8;10;2;0;0;0;0;61;0;47;0;0;24;6;21;17;19476;649;1046;0;0
1759;2024;45;1;7;0;7;4;1;0;3;0;0;70;0;15;0;0;3;2;1;16;6267;1949;349;0;0
1761;2024;47;1;1;0;1;0;-2;0;0;0;0;64;0;1;0;0;1;0;0;0;810;88;0;0;0
1764;2024;33;1;13;3;9;14;1;1;5;0;0;67;1;27;250;113;34;7;2;5;10929;3542;139;0;0
1768;2024;51;1;18;3;4;8;-1;0;0;0;0;59;0;26;7;2;36;10;9;10;16337;11;1384;0;0
1770;2024;61;1;8;2;2;4;4;2;1;0;0;62;1;17;0;0;9;3;4;9;6650;1532;882;0;0
1771;2024;62;1;2;0;1;0;3;0;0;0;0;69;0;3;0;0;8;1;1;1;2066;76;114;0;0
1772;2024;48;1;20;3;3;8;-9;0;0;0;0;59;1;52;0;0;30;15;4;8;18276;2087;60;0;0
1774;2024;39;1;5;1;2;2;-2;0;0;0;0;62;0;6;0;0;1;2;3;1;3628;488;1;0;0
1775;2024;7;0;9;0;1;4;0;0;0;0;0;56;0;4;11;6;8;3;5;2;4225;26;489;0;0
1776;2024;39;1;5;0;2;2;-1;0;0;0;0;54;0;4;0;0;3;3;2;6;5429;159;126;0;0
1781;2024;50;1;8;2;2;14;-2;1;2;0;0;65;0;22;0;0;15;5;5;11;7508;1669;344;0;0
1782;2024;33;1;13;7;3;2;6;4;0;0;0;71;0;39;37;15;22;4;5;6;11688;3775;184;0;0
1784;2024;55;1;16;3;5;2;6;0;0;0;0;59;0;34;0;0;14;0;9;15;14874;143;1074;0;0
1786;2024;47;1;2;0;1;2;1;0;0;0;0;61;0;2;0;0;2;0;0;1;1732;0;217;0;0
1787;2024;57;1;17;6;10;6;7;2;4;0;0;69;1;34;274;142;23;5;8;14;13807;4446;34;0;0
1789;2024;43;1;14;1;5;12;-1;1;1;0;0;58;1;5;88;48;6;4;4;4;6958;1026;1240;0;0
1792;2024;55;1;16;1;6;4;-1;0;2;0;0;67;0;33;29;15;23;11;6;10;13840;3732;338;0;0
1796;2024;44;1;12;0;2;9;-4;0;0;0;0;62;0;19;64;40;4;1;3;1;7766;922;217;0;0
1797;2024;53;1;17;3;5;4;2;0;0;0;1;60;0;23;217;123;18;5;8;9;11985;92;2765;0;0
1798;2024;47;1;1;0;0;0;0;0;0;0;0;61;0;2;0;0;1;0;0;1;878;0;32;0;0
1803;2024;39;1;12;3;2;2;-3;1;1;0;0;64;0;23;10;7;13;3;4;4;8674;2635;49;0;0
1805;2024;41;1;18;1;4;22;-4;0;0;0;0;59;0;22;0;0;21;7;16;18;17526;192;3854;0;0
